ticker,date,open,high,low,close,volume
SUNPHARMA,2023-10-03 05:30:00,1159.55,1161.95,1139.25,1141.45,1946966
SUNPHARMA,2023-10-04 05:30:00,1138.1,1139.0,1113.0,1123.8,1803871
SUNPHARMA,2023-10-05 05:30:00,1124.65,1128.65,1111.8,1119.1,2348562
SUNPHARMA,2023-10-06 05:30:00,1128.0,1132.15,1123.1,1127.3,1056281
SUNPHARMA,2023-10-09 05:30:00,1111.0,1133.8,1109.0,1123.05,1080276
SUNPHARMA,2023-10-10 05:30:00,1122.0,1130.4,1119.8,1126.5,1092093
SUNPHARMA,2023-10-11 05:30:00,1128.0,1134.45,1122.35,1128.75,1456045
SUNPHARMA,2023-10-12 05:30:00,1129.0,1132.55,1121.2,1130.4,1221965
SUNPHARMA,2023-10-13 05:30:00,1126.1,1147.2,1122.0,1145.3,1934884
SUNPHARMA,2023-10-16 05:30:00,1141.5,1147.25,1133.05,1135.3,1144308
SUNPHARMA,2023-10-17 05:30:00,1138.65,1144.0,1134.0,1136.8,798807
SUNPHARMA,2023-10-18 05:30:00,1137.0,1161.8,1134.05,1153.4,2178517
SUNPHARMA,2023-10-19 05:30:00,1147.4,1150.0,1135.0,1141.5,1765065
SUNPHARMA,2023-10-20 05:30:00,1138.0,1145.0,1133.1,1142.2,957910
SUNPHARMA,2023-10-23 05:30:00,1135.0,1149.2,1118.0,1122.45,702730
SUNPHARMA,2023-10-25 05:30:00,1125.0,1129.7,1112.8,1120.3,1800673
SUNPHARMA,2023-10-26 05:30:00,1115.95,1117.95,1097.5,1103.7,2223975
SUNPHARMA,2023-10-27 05:30:00,1112.0,1119.8,1107.65,1111.3,1250965
SUNPHARMA,2023-10-30 05:30:00,1115.7,1119.95,1103.85,1115.2,1078813
SUNPHARMA,2023-10-31 05:30:00,1119.45,1119.6,1068.35,1088.6,6475786
SUNPHARMA,2023-11-01 05:30:00,1092.0,1132.55,1082.6,1116.2,3973264
SUNPHARMA,2023-11-02 05:30:00,1127.85,1137.55,1110.6,1132.85,3454692
SUNPHARMA,2023-11-03 05:30:00,1138.5,1145.7,1131.5,1141.1,1741756
SUNPHARMA,2023-11-06 05:30:00,1140.1,1151.0,1140.0,1150.0,1428537
SUNPHARMA,2023-11-07 05:30:00,1149.0,1173.55,1146.55,1170.95,1811831
SUNPHARMA,2023-11-08 05:30:00,1175.0,1182.9,1171.0,1176.7,1702301
SUNPHARMA,2023-11-09 05:30:00,1181.0,1183.25,1166.85,1176.2,1849169
SUNPHARMA,2023-11-10 05:30:00,1174.05,1181.5,1170.1,1179.35,957539
SUNPHARMA,2023-11-12 05:30:00,1181.5,1187.0,1177.3,1180.6,127953
SUNPHARMA,2023-11-13 05:30:00,1180.1,1187.55,1173.75,1177.8,816825
SUNPHARMA,2023-11-15 05:30:00,1179.5,1184.4,1171.0,1180.9,2246320
SUNPHARMA,2023-11-16 05:30:00,1182.0,1194.9,1179.6,1189.55,2205723
SUNPHARMA,2023-11-17 05:30:00,1189.8,1198.4,1187.95,1194.6,891965
SUNPHARMA,2023-11-20 05:30:00,1196.0,1198.25,1185.25,1188.0,1054810
SUNPHARMA,2023-11-21 05:30:00,1189.0,1205.0,1186.25,1201.4,999135
SUNPHARMA,2023-11-22 05:30:00,1205.0,1214.8,1199.0,1204.1,1401782
SUNPHARMA,2023-11-23 05:30:00,1203.55,1209.9,1194.75,1198.8,1177434
SUNPHARMA,2023-11-24 05:30:00,1200.0,1209.6,1192.8,1195.45,1376695
SUNPHARMA,2023-11-28 05:30:00,1197.15,1200.35,1189.75,1191.35,886708
SUNPHARMA,2023-11-29 05:30:00,1191.95,1209.5,1184.5,1202.2,1813462
SUNPHARMA,2023-11-30 05:30:00,1192.35,1231.15,1192.35,1225.85,4672807
SUNPHARMA,2023-12-01 05:30:00,1233.05,1241.85,1225.0,1231.25,1749751
SUNPHARMA,2023-12-04 05:30:00,1237.25,1240.0,1220.5,1231.15,1615837
SUNPHARMA,2023-12-05 05:30:00,1225.9,1243.6,1220.55,1239.55,930042
SUNPHARMA,2023-12-06 05:30:00,1248.55,1258.0,1233.3,1240.35,1704590
SUNPHARMA,2023-12-07 05:30:00,1231.0,1241.9,1228.9,1239.3,1478355
SUNPHARMA,2023-12-08 05:30:00,1236.05,1247.6,1230.65,1235.8,1612113
SUNPHARMA,2023-12-11 05:30:00,1236.0,1246.35,1215.1,1241.4,1172972
SUNPHARMA,2023-12-12 05:30:00,1249.0,1250.0,1212.65,1218.0,2832873
SUNPHARMA,2023-12-13 05:30:00,1218.3,1239.6,1212.65,1233.1,2448178
SUNPHARMA,2023-12-14 05:30:00,1239.0,1239.9,1224.25,1231.3,2341190
SUNPHARMA,2023-12-15 05:30:00,1241.0,1246.5,1233.0,1235.75,3474624
SUNPHARMA,2023-12-18 05:30:00,1235.75,1267.9,1234.0,1252.75,2135393
SUNPHARMA,2023-12-19 05:30:00,1264.8,1267.95,1236.5,1244.95,2187458
SUNPHARMA,2023-12-20 05:30:00,1255.0,1255.0,1228.45,1232.15,1837031
SUNPHARMA,2023-12-21 05:30:00,1224.1,1237.95,1208.55,1233.5,1916222
SUNPHARMA,2023-12-22 05:30:00,1240.0,1251.0,1236.05,1243.65,2058127
SUNPHARMA,2023-12-26 05:30:00,1243.65,1250.0,1239.3,1247.5,1796483
SUNPHARMA,2023-12-27 05:30:00,1250.0,1255.4,1241.25,1252.45,2005268
SUNPHARMA,2023-12-28 05:30:00,1254.95,1264.65,1249.55,1262.15,2043365
SUNPHARMA,2023-12-29 05:30:00,1262.1,1271.95,1252.55,1259.45,1840160
SUNPHARMA,2024-01-01 05:30:00,1261.0,1263.95,1252.5,1260.25,733452
SUNPHARMA,2024-01-02 05:30:00,1261.0,1299.0,1257.15,1296.2,3174447
SUNPHARMA,2024-01-03 05:30:00,1296.2,1304.65,1291.15,1298.6,1699057
SUNPHARMA,2024-01-04 05:30:00,1304.0,1328.5,1297.05,1312.95,2851729
SUNPHARMA,2024-01-05 05:30:00,1318.0,1318.0,1287.0,1300.2,2960339
SUNPHARMA,2024-01-08 05:30:00,1305.4,1309.95,1299.3,1305.3,1678133
SUNPHARMA,2024-01-09 05:30:00,1314.95,1333.45,1306.85,1324.0,1712486
SUNPHARMA,2024-01-10 05:30:00,1330.05,1333.5,1313.15,1324.85,1278475
SUNPHARMA,2024-01-11 05:30:00,1328.0,1331.9,1310.2,1316.25,1320281
SUNPHARMA,2024-01-12 05:30:00,1319.0,1330.0,1305.55,1325.95,1538242
SUNPHARMA,2024-01-15 05:30:00,1329.2,1340.0,1321.6,1329.35,1475983
SUNPHARMA,2024-01-16 05:30:00,1330.05,1331.55,1307.55,1313.45,824502
SUNPHARMA,2024-01-17 05:30:00,1312.0,1320.45,1294.35,1299.0,2544642
SUNPHARMA,2024-01-18 05:30:00,1298.95,1343.4,1290.0,1335.75,2842572
SUNPHARMA,2024-01-19 05:30:00,1340.0,1344.4,1329.15,1335.6,1605745
SUNPHARMA,2024-01-20 05:30:00,1339.0,1346.35,1324.25,1326.15,284105
SUNPHARMA,2024-01-23 05:30:00,1316.0,1394.6,1316.0,1378.3,4129729
SUNPHARMA,2024-01-24 05:30:00,1380.0,1390.0,1360.35,1382.1,1719845
SUNPHARMA,2024-01-25 05:30:00,1383.55,1390.1,1348.5,1368.3,1870910
SUNPHARMA,2024-01-29 05:30:00,1365.0,1420.85,1355.2,1400.85,3413149
SUNPHARMA,2024-01-30 05:30:00,1401.9,1409.2,1369.15,1371.75,1935332
SUNPHARMA,2024-01-31 05:30:00,1371.7,1438.9,1366.9,1418.45,5796356
SUNPHARMA,2024-02-01 05:30:00,1427.0,1430.45,1398.9,1407.95,2442481
SUNPHARMA,2024-02-02 05:30:00,1409.0,1433.85,1405.15,1416.65,1775449
SUNPHARMA,2024-02-05 05:30:00,1426.8,1466.0,1423.6,1463.8,3481964
SUNPHARMA,2024-02-06 05:30:00,1450.0,1478.0,1446.55,1475.1,1893995
SUNPHARMA,2024-02-07 05:30:00,1483.0,1500.45,1480.4,1496.2,2259235
SUNPHARMA,2024-02-08 05:30:00,1501.05,1507.5,1485.35,1499.6,2213750
SUNPHARMA,2024-02-09 05:30:00,1500.9,1539.0,1492.25,1534.8,6343881
SUNPHARMA,2024-02-12 05:30:00,1539.85,1555.1,1521.1,1534.45,4059288
SUNPHARMA,2024-02-13 05:30:00,1537.5,1551.0,1525.45,1542.2,4687838
SUNPHARMA,2024-02-14 05:30:00,1545.8,1545.8,1508.05,1520.4,2105672
SUNPHARMA,2024-02-15 05:30:00,1529.05,1529.05,1505.55,1509.9,2161691
SUNPHARMA,2024-02-16 05:30:00,1515.0,1522.0,1504.85,1509.95,3480879
SUNPHARMA,2024-02-19 05:30:00,1514.85,1532.75,1507.4,1530.1,777823
SUNPHARMA,2024-02-20 05:30:00,1532.0,1542.0,1512.25,1538.7,2230669
SUNPHARMA,2024-02-21 05:30:00,1540.05,1549.5,1533.0,1543.4,1993748
SUNPHARMA,2024-02-22 05:30:00,1549.6,1561.0,1535.0,1558.05,1981678
SUNPHARMA,2024-02-23 05:30:00,1558.0,1568.45,1550.4,1561.25,1340283
SUNPHARMA,2024-02-26 05:30:00,1562.0,1566.9,1548.7,1556.95,974892
SUNPHARMA,2024-02-27 05:30:00,1556.75,1585.45,1549.05,1582.75,2140963
SUNPHARMA,2024-02-28 05:30:00,1586.5,1587.45,1562.65,1573.85,578316
SUNPHARMA,2024-02-29 05:30:00,1575.0,1587.8,1556.5,1577.95,2350244
SUNPHARMA,2024-03-01 05:30:00,1580.0,1581.9,1548.05,1559.25,4069161
SUNPHARMA,2024-03-02 05:30:00,1570.0,1570.0,1524.0,1550.55,95487
SUNPHARMA,2024-03-04 05:30:00,1550.55,1569.1,1548.9,1552.1,2298105
SUNPHARMA,2024-03-05 05:30:00,1553.8,1576.4,1535.4,1574.2,1408172
SUNPHARMA,2024-03-06 05:30:00,1575.0,1606.75,1566.4,1604.0,1761032
SUNPHARMA,2024-03-07 05:30:00,1610.75,1619.95,1600.4,1605.7,2440999
SUNPHARMA,2024-03-11 05:30:00,1615.15,1627.0,1586.4,1593.6,2994345
SUNPHARMA,2024-03-12 05:30:00,1592.2,1603.8,1580.15,1584.3,1294598
SUNPHARMA,2024-03-13 05:30:00,1581.2,1592.2,1544.0,1558.6,2881503
SUNPHARMA,2024-03-14 05:30:00,1567.25,1574.3,1546.25,1570.2,3062556
SUNPHARMA,2024-03-15 05:30:00,1568.75,1573.5,1541.2,1548.2,3421374
SUNPHARMA,2024-03-18 05:30:00,1548.25,1576.25,1543.45,1571.25,2281873
SUNPHARMA,2024-03-19 05:30:00,1574.0,1579.75,1540.4,1548.45,3692624
SUNPHARMA,2024-03-20 05:30:00,1559.95,1559.95,1520.5,1549.35,3412218
SUNPHARMA,2024-03-21 05:30:00,1564.8,1570.85,1542.55,1565.2,2567975
SUNPHARMA,2024-03-22 05:30:00,1568.9,1621.0,1566.1,1608.9,4941447
SUNPHARMA,2024-03-26 05:30:00,1595.05,1614.7,1593.1,1598.1,3649049
SUNPHARMA,2024-03-27 05:30:00,1602.0,1626.15,1592.1,1604.15,2530169
SUNPHARMA,2024-03-28 05:30:00,1609.95,1634.0,1607.95,1620.55,4427587
SUNPHARMA,2024-04-01 05:30:00,1631.6,1633.75,1618.5,1629.25,1148498
SUNPHARMA,2024-04-02 05:30:00,1629.25,1633.0,1609.9,1622.25,1921533
SUNPHARMA,2024-04-03 05:30:00,1609.0,1628.95,1594.2,1619.85,2098379
SUNPHARMA,2024-04-04 05:30:00,1620.9,1628.0,1587.15,1619.35,2439461
SUNPHARMA,2024-04-05 05:30:00,1611.0,1638.85,1606.1,1609.0,1548980
SUNPHARMA,2024-04-08 05:30:00,1611.0,1618.9,1597.0,1599.7,1170390
SUNPHARMA,2024-04-09 05:30:00,1601.0,1608.85,1591.95,1602.55,1389391
SUNPHARMA,2024-04-10 05:30:00,1603.05,1608.5,1583.75,1604.05,1928878
SUNPHARMA,2024-04-12 05:30:00,1595.0,1595.0,1534.0,1540.0,8258068
SUNPHARMA,2024-04-15 05:30:00,1517.6,1544.1,1503.8,1540.05,2474028
SUNPHARMA,2024-04-16 05:30:00,1535.0,1543.3,1525.15,1537.55,2058697
SUNPHARMA,2024-04-18 05:30:00,1545.55,1545.55,1506.45,1516.4,3266796
SUNPHARMA,2024-04-19 05:30:00,1505.0,1528.3,1503.7,1522.8,2536516
SUNPHARMA,2024-04-22 05:30:00,1528.45,1548.0,1521.95,1540.1,1680307
SUNPHARMA,2024-04-23 05:30:00,1562.0,1562.45,1477.7,1484.65,9160422
SUNPHARMA,2024-04-24 05:30:00,1484.65,1503.0,1479.35,1485.75,4652803
SUNPHARMA,2024-04-25 05:30:00,1490.0,1527.3,1488.65,1520.15,3846327
SUNPHARMA,2024-04-26 05:30:00,1531.0,1532.0,1500.05,1506.55,1794350
SUNPHARMA,2024-04-29 05:30:00,1516.0,1527.8,1510.05,1521.6,1091667
SUNPHARMA,2024-04-30 05:30:00,1527.0,1529.15,1497.0,1502.1,1991646
SUNPHARMA,2024-05-02 05:30:00,1503.0,1530.0,1502.0,1519.0,2494925
SUNPHARMA,2024-05-03 05:30:00,1527.0,1537.0,1501.5,1511.15,3183226
SUNPHARMA,2024-05-06 05:30:00,1518.0,1534.0,1508.75,1529.15,1240626
SUNPHARMA,2024-05-07 05:30:00,1535.95,1543.15,1510.1,1515.35,1532550
SUNPHARMA,2024-05-08 05:30:00,1510.0,1525.8,1502.25,1521.75,1026357
SUNPHARMA,2024-05-09 05:30:00,1521.2,1529.95,1489.8,1494.65,1477007
SUNPHARMA,2024-05-10 05:30:00,1494.65,1526.45,1491.0,1506.55,1528487
SUNPHARMA,2024-05-13 05:30:00,1513.0,1530.0,1502.0,1525.05,1628326
SUNPHARMA,2024-05-14 05:30:00,1525.0,1547.95,1516.05,1545.25,2206236
SUNPHARMA,2024-05-15 05:30:00,1545.25,1550.25,1520.35,1527.4,1207536
SUNPHARMA,2024-05-16 05:30:00,1529.0,1541.15,1508.3,1536.3,2684392
SUNPHARMA,2024-05-17 05:30:00,1536.0,1537.3,1520.15,1531.4,1341676
